Date,Value
2023-11-28T10:00:00+02:00,0
2023-11-28T11:00:00+02:00,4.6
2023-11-28T12:00:00+02:00,5.3
2023-11-28T13:00:00+02:00,0.5
2023-11-28T14:00:00+02:00,0
